Gene	PL_Un1_IN	PL_Un2_IN	PL_Un3_IN	PL_Un1_FL	PL_Un2_FL	PL_Un3_FL	PL_Az1_IN	PL_Az2_IN	PL_Az3_IN	PL_Az1_FL	PL_Az2_FL	PL_Az3_FL	PL_log2OR	PL_rawpval	PL_Padj
PA14_03350,PA14_03360	83	64	37	60	49	73	43	25	98	50	24	125	-0.0348584873476683	0.940095575586312	1
PA14_30260	2	2	3	0	0	0	1	0	10	0	0	0	0.0931094043914815	0.948925673046883	1
PA14_54760,PA14_54770,PA14_54790,PA14_54800	7	9	0	0	0	0	2	0	0	0	0	0	-1.66742466091313	0.522334533858219	1
PA14_70530,PA14_70550	37	28	8	0	0	0	8	21	2	0	0	0	-1.41975301284252	0.47691797627139	1
PA14_19490	10	16	10	1005	825	666	3	3	5	674	972	308	-1.26609356373897	0.00902645136613191	0.0681652706614789
PA14_51940	1	0	0	5	7	3	0	2	0	6	3	1	1.19129865223488	0.610938487224144	1
PA14_37710	0	1	0	0	0	0	0	4	0	0	0	0	0.736965594166206	0.669291126618089	1
PA14_58440,PA14_58450,PA14_58470,PA14_58490	7	8	5	0	0	0	14	11	26	0	0	0	1.19841355840201	0.592149433995284	1
PA14_42820	33	22	5	0	0	0	49	50	307	0	0	0	1.6634826108533	0.286735702341168	1
PA14_42790	53	57	31	4	3	12	23	32	72	3	6	31	-0.582425340368571	0.263655825029023	0.97738038262712
PA14_56700	0	0	0	8	4	0	0	0	0	11	9	5	-1.17854401255714	0.663705312807299	1
PA14_09680,PA14_09690	7	10	1	0	0	0	5	6	22	0	0	0	0.519539425723108	0.641517452748878	1
PA14_29770	9	18	8	11	10	8	183	163	354	15	29	16	2.85100256578456	1.5696387024055e-15	6.38394483678351e-14
PA14_26330	6	8	1	0	0	0	1	1	1	0	0	0	-1.86269795590138	0.466672237850621	1
PA14_57650	28	25	13	0	0	0	30	45	135	0	0	0	1.16903472369676	0.554099001995954	1
PA14_25640	5748	4727	4199	0	0	0	11804	7766	49226	0	0	0	1.49795453462301	0.364889107268654	1
PA14_21890	3	0	0	65	75	47	2	1	1	32	46	27	0.583264044679813	0.814004598757408	1
PA14_08580	0	0	0	6458	3925	2511	0	0	0	6372	5409	400	0.55759403425254	0.947814175743466	1
PA14_04750	160	86	120	0	0	0	106	90	199	0	0	0	0.0650740987564427	0.955465446743309	1
PA14_29130,PA14_29150,PA14_29160	7	10	15	0	0	0	8	6	6	0	0	0	-0.604972815012477	0.962005638293892	1
PA14_28730	240	208	170	3	5	6	145	123	238	2	2	1	1.15098108822875	0.154313945350048	0.679970703024561
PA14_23540	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_28040	0	0	0	317	166	435	0	0	0	286	335	15	0.63219253500896	0.885629487418032	1
PA14_22010	12	16	20	134	100	159	16	10	15	243	166	379	-1.19669230419446	0.000195548297203792	0.00231006639891782
PA14_54410	271	180	264	0	0	0	261	290	890	0	0	0	0.745488864309541	0.824028675529921	1
PA14_30010	130	115	98	14	19	14	119	106	245	26	30	28	-0.513747103526257	0.0812096734764292	0.426690090916631
PA14_38110	374	284	287	29	25	70	320	251	255	40	42	30	-0.0682786248838385	0.786541004987201	1
PA14_69500	17	7	15	43	45	18	15	21	3	29	52	16	0.270761734031848	0.581011521638061	1
PA14_60450,PA14_60460	198	135	136	450	249	1494	479	314	320	725	741	667	0.959834887225053	1.14930489600331e-27	9.34877439691835e-26
PA14_05970	1	1	2	0	0	0	5	5	24	0	0	0	2.71271804791953	0.157441537747045	0.688231937281625
PA14_56420,PA14_56430	23	14	18	0	0	0	10	14	1	0	0	0	-1.30812229536233	0.509317657369935	1
PA14_15020	7	3	1	11	7	24	1	2	1	9	8	4	-0.920736721475347	0.461670429711085	1
PA14_22380	0	0	0	8	8	8	0	0	0	14	31	16	-1.2252029296103	0.574932084252945	1
PA14_52310	9	12	19	0	0	0	14	17	14	0	0	0	0.225687187349411	0.853852170812904	1
PA14_68060,PA14_68070	445	373	242	32	23	113	250	255	918	67	48	88	0.264732254906943	0.0652687223948915	0.360116381120651
PA14_41920	18	11	4	26	4	41	26	21	11	29	29	23	0.285690288886818	0.567435369980932	1
PA14_13730,PA14_13740	18	24	14	0	0	0	4	14	2	0	0	0	-1.76102161950977	0.325326994379824	1
PA14_02750	0	0	0	7	3	6	0	0	0	6	2	0	0.970970951388468	0.806636425964519	1
PA14_21380	35	33	12	0	0	0	18	29	13	0	0	0	-0.339278261970793	0.778452956979921	1
PA14_09050	1238	1121	1100	255	288	178	1529	1137	1840	311	188	479	-0.0488032338171355	0.557393188367033	1
PA14_40160,PA14_40170	11	4	5	13	7	1	0	1	2	6	6	7	-2.62183157322739	0.0148894115213129	0.107045844952469
PA14_04900,PA14_04910,PA14_04920	156	111	102	0	0	0	146	127	89	0	0	0	-0.0325783477768553	0.978039482168572	1
PA14_54040	0	0	0	9	5	6	0	0	0	13	22	54	-1.75297557496868	0.299126518628698	1
PA14_29600	0	0	0	0	3	3	0	0	0	7	5	20	-1.94341647163363	0.319395453195783	1
PA14_26420	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_12940,PA14_12960,PA14_12970	10	6	0	1	2	1	8	9	0	11	7	32	-2.59859093232231	0.00690603057407234	0.0543134503988507
PA14_28600	9	10	13	4	12	5	9	8	16	2	7	3	0.75947136046768	0.359862208783868	1
PA14_72520	0	0	0	84	54	65	0	0	0	54	59	21	0.6688232597696	0.882649303324193	1
PA14_62430	0	0	0	8	10	12	0	0	0	14	13	3	0.169360023766542	0.886979086267338	1
PA14_66560,PA14_66570	4	3	2	0	0	0	5	3	5	0	0	0	0.527595166899648	0.705887273180789	1
PA14_55250,PA14_55260,PA14_55280,PA14_55290,PA14_55300,PA14_55320,PA14_55330,PA14_55340,PA14_55360,PA14_55380,PA14_55390	5	5	2	0	0	0	2	0	0	0	0	0	-1.53023302285021	0.60619226476978	1
PA14_28420	0	0	0	266	199	375	0	0	0	146	220	41	1.04789459136704	0.612860383205389	1
PA14_53730	28	44	17	0	0	0	15	9	43	0	0	0	-0.510900264592178	0.995602740159492	1
PA14_03930	19	15	14	0	0	0	63	41	214	0	0	0	2.12926980426789	0.150871354581898	0.668010492215651
PA14_11320	0	0	0	56	34	35	0	0	0	23	31	10	1.01844919815671	0.665520253997259	1
PA14_58290	367	341	149	0	0	0	216	279	495	0	0	0	0.171771940749302	0.87683155666896	1
PA14_64090	34	26	22	0	0	0	19	26	22	0	0	0	-0.273760412887779	0.819823513038583	1
PA14_51300,PA14_51310	100	73	81	51	46	49	83	79	342	58	52	140	0.0744786431051071	0.750149469317663	1
PA14_20860	134	110	55	0	0	0	50	46	78	0	0	0	-0.680973824029933	0.869856702061788	1
PA14_23380	246	215	191	0	0	0	86	129	248	0	0	0	-0.586580311122943	0.932355342915838	1
PA14_51350,PA14_51360	16	5	10	6	2	5	29	22	5	1	2	1	2.42838432253177	0.0128328386299774	0.093920543906287
PA14_57250	10	6	3	9	8	8	7	8	30	12	9	13	0.538683756792484	0.422455275838836	1
PA14_23070,PA14_23080,PA14_23090	4	0	2	7	2	19	0	0	0	6	7	0	-0.558179451515814	0.895534386269004	1
PA14_49910	22	39	9	2	5	8	6	16	37	4	5	6	0.00639153849835925	0.989874241450945	1
PA14_27480	112	96	39	58	35	114	72	88	98	113	106	139	-0.696804275749887	0.000118603738168418	0.0014815379193889
PA14_02220	5	5	5	0	0	0	6	12	4	0	0	0	0.402215609371364	0.756813411527749	1
PA14_16710,PA14_16720,PA14_16730	631	595	298	0	0	0	230	278	629	0	0	0	-0.457483589416387	0.675192749255943	1
PA14_25430,PA14_25440,PA14_25450	236	177	118	44	18	68	199	194	386	72	79	226	-0.743013031447818	1.55656839451699e-05	0.000242161214163381
PA14_32250	0	0	0	15	13	34	0	0	0	22	20	0	0.526826223254982	0.990278375391756	1
PA14_68210	0	0	0	0	0	0	6	12	8	0	0	0	3.02952595230317	0.107660934518386	0.520391647833353
PA14_09870	0	0	0	17	16	12	0	0	0	16	13	18	-0.0636998890213103	0.958555909543779	1
PA14_14690,PA14_14700	69	71	61	138	126	184	75	100	339	123	170	71	1.46804348066357	5.21902974579657e-24	3.8098917144315e-22
PA14_64490	0	0	0	6	6	0	0	0	0	0	2	0	1.43454565816806	0.650196825616934	1
PA14_16140,PA14_16150	0	0	0	22	14	32	0	0	0	31	25	4	0.308551682151185	0.776378964939875	1
PA14_07850	0	0	0	53	63	41	0	0	0	18	54	38	0.591013398805959	0.937170822020816	1
PA14_40310	207	133	132	0	0	0	147	142	80	0	0	0	-0.369277382645777	0.75296236201066	1
PA14_49750,PA14_49760	805	643	158	0	0	0	164	388	190	0	0	0	-0.807392275279067	0.77734003049093	1
PA14_67640,PA14_67650	0	0	0	54	37	5	0	0	0	10	17	1	1.85872331314801	0.311479144306653	1
PA14_03800	0	0	0	68	79	25	0	0	0	18	43	2	1.87289137020122	0.241730646676158	0.928754589861028
PA14_44630	409	318	150	0	0	0	320	340	880	0	0	0	0.605570939624484	0.914939969300888	1
PA14_47500	0	0	0	5	10	7	0	0	0	3	1	3	1.56316312243581	0.482859019659901	1
PA14_41470	54	37	20	41	31	60	41	47	9	49	52	104	-0.828605617684166	0.00327771151408505	0.0284501362213419
PA14_61660,PA14_61670,PA14_61680,PA14_61700,PA14_61710	238	174	115	15	6	4	188	254	410	7	1	8	1.13994793439493	0.0284511736599912	0.18451136995443
PA14_02530	6	4	2	0	0	0	7	8	14	0	0	0	1.18832778282762	0.628005010025026	1
PA14_02680,PA14_02690,PA14_02700,PA14_02720	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1
PA14_06790,PA14_06800,PA14_06810,PA14_06830,PA14_06840	8	5	26	0	0	0	9	21	3	0	0	0	-0.123359608441329	0.90674254145324	1
PA14_42220	14	10	6	0	0	0	15	13	71	0	0	0	1.03646014159189	0.652730860456173	1
PA14_06320	6	2	1	0	0	0	19	19	21	0	0	0	2.77700391530444	0.0693257879948877	0.375943844612277
PA14_01770,PA14_01780	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1
PA14_04330,PA14_04340,PA14_04350	45	18	25	0	0	0	26	18	14	0	0	0	-0.537306346294182	0.980728383194106	1
PA14_23830	209	201	152	0	0	0	170	148	163	0	0	0	-0.211902391179585	0.85728684541093	1
PA14_17460	129	80	75	12	9	7	62	70	117	12	6	5	-0.0812139180558997	0.962924594658783	1
PA14_22870,PA14_22880	22	15	8	0	0	0	32	26	53	0	0	0	1.21556690096129	0.549110536943239	1
PA14_07580	36	20	21	0	3	1	12	26	9	14	8	2	-2.72139429271754	3.88855987895444e-05	0.000561965988598137
PA14_14660	95	104	49	79	67	139	77	65	88	114	139	91	-0.383528668349595	0.0260687355601231	0.173001608717181
PA14_71380,PA14_71390	16	15	1	0	0	0	9	14	3	0	0	0	0.047730559687726	0.970594944006099	1
PA14_71070	2	4	5	38	27	45	2	5	9	34	43	53	0.217967636817533	0.873841007855121	1
PA14_19150,PA14_19160	98	84	60	0	0	0	85	99	96	0	0	0	0.232697724167914	0.843416922884296	1
PA14_08460,PA14_08470	1	1	3	0	0	0	1	1	5	0	0	0	0.321928094887362	0.848311702520237	1
PA14_30410	442	327	175	116	73	135	342	429	896	68	96	147	0.967350012588069	2.75446295383368e-14	1.01843584799539e-12
PA14_61790	192	113	291	0	0	0	469	430	204	0	0	0	0.816892904315925	0.769542407180913	1
PA14_65270	12	17	18	119	77	143	15	8	34	157	146	734	-1.16181716042675	0.000140015412908376	0.00171083210536544
PA14_NovelOrf_008	0	0	0	2	0	0	0	0	0	2	0	0	0	1	1
PA14_NovelOrf_009	200	161	132	6371	3083	13657	169	138	116	7087	6314	7832	-0.38927291891284	3.85524043629689e-05	0.000559993342966186
PA14_03790	0	0	0	8	10	2	0	0	0	7	4	10	-0.15200309344505	0.899154633501838	1
PA14_07030	16	13	10	5	7	10	15	18	19	24	21	8	-0.777072843276893	0.121131450010559	0.569077950792181
PA14_NovelOrf_001	60	46	31	0	0	0	24	30	40	0	0	0	-0.498796729167097	0.999696064509263	1
PA14_12010,PA14_12020	60	37	57	0	0	0	68	61	71	0	0	0	0.402972010077533	0.734064388535318	1
PA14_NovelOrf_003	3	0	0	80	54	54	9	6	3	127	120	113	0.975789850116193	0.269546114889901	0.987400959365462
PA14_NovelOrf_004	5	8	11	0	0	0	3	6	8	0	0	0	-0.529137800586298	0.687340765410077	1
PA14_56830	0	0	0	26	34	84	0	0	0	65	51	88	-0.635108608705171	0.906648274889015	1
PA14_41680	0	0	0	12	2	8	0	2	0	21	14	7	-0.77203008879706	0.842303657839655	1
PA14_68030	0	0	0	3941	1474	2440	0	0	0	2764	2059	580	0.61086293622998	0.911723885390455	1
PA14_39970	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_45680	41	32	18	4	6	5	15	18	4	6	1	1	-0.48723428549833	0.646851094445393	1
PA14_17790	0	0	0	96	69	50	0	0	0	15	38	11	1.79494744100082	0.26251388465075	0.97441594472058
PA14_46110,PA14_46120,PA14_46140,PA14_46150	8	8	4	0	0	0	0	1	0	0	0	0	-2.64154602908752	0.199229949620766	0.816126138950102
PA14_45340	7	15	7	0	0	0	28	38	48	0	0	0	1.96937696269163	0.221467431690784	0.88184304618694
PA14_30070	24	26	23	27	37	20	10	9	2	5	15	23	-0.727006751962558	0.124305902708854	0.579164515209025
PA14_13690,PA14_13710	7	2	0	0	0	0	2	4	2	0	0	0	-0.00604904467280514	0.996571234564537	1
PA14_17260	347	281	434	0	0	0	263	344	130	0	0	0	-0.560753888779114	0.949094587905286	1
PA14_71670	4	10	11	0	0	0	33	58	17	0	0	0	1.87258416577357	0.244646511217815	0.932407787733761
PA14_12160	4	1	6	0	0	0	0	1	1	0	0	0	-1.56206209861108	0.62409239733024	1
PA14_16130	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1
PA14_52810,PA14_52820,PA14_52840	74	46	96	0	0	0	51	45	113	0	0	0	-0.108780035213988	0.926833672566503	1
PA14_16680	0	0	0	2	3	0	0	0	0	1	2	0	0.55190421214186	0.743910455266471	1
PA14_34260,PA14_34270,PA14_34280,PA14_34290,PA14_34300,PA14_34320	3	2	2	0	0	0	0	2	0	0	0	0	-0.81713594285019	0.974823166035824	1
PA14_01400	0	0	0	5	7	5	0	0	0	4	1	5	0.835805825408697	0.860800809569801	1
PA14_49850,PA14_49860	2	0	0	3	7	5	2	1	1	5	4	2	0.225619206490368	0.85199551714648	1
PA14_00460	4	2	2	0	0	0	4	2	8	0	0	0	0.637429920615292	1	1
PA14_43570	6	4	2	0	0	0	0	5	5	0	0	0	-0.159780444036769	0.902017167155373	1
PA14_60550	40	39	19	104	69	97	36	28	14	94	130	56	-0.447827891795664	0.0853715131859333	0.441111974664886
PA14_30090	56	37	28	0	0	0	20	34	37	0	0	0	-0.366255491229459	0.752503605605016	1
PA14_62350,PA14_62360	83	59	48	0	0	0	88	78	244	0	0	0	0.831583621468331	0.767284855896008	1
PA14_72850,PA14_72870	23	31	6	7	5	5	11	13	6	0	2	1	1.18727437808153	0.253612520297405	0.953810892056423
PA14_01600	0	0	0	7	0	5	0	0	0	8	10	2	-0.485526053074947	0.689655778905154	1
PA14_54460,PA14_54470	31	28	21	8	6	4	77	60	49	14	4	12	0.528549462125558	0.344367129610999	1
PA14_17080	47	54	27	0	0	0	41	43	16	0	0	0	-0.421167320510419	0.724987085742681	1
PA14_40930	13	10	6	9	6	4	14	31	22	8	2	8	1.15744134973528	0.068150678931874	0.371695369576715
PA14_53140	37	29	11	0	0	0	8	9	41	0	0	0	-0.571763998585222	0.951169698932156	1
PA14_72720,PA14_72740	6	4	2	0	0	0	7	2	5	0	0	0	0.180992305345149	0.893395545932695	1
PA14sr_048	0	0	0	17	14	10	0	0	0	12	15	9	0.183878767653801	0.882459670841087	1
PA14_30560	10	5	10	0	0	0	3	1	9	0	0	0	-1.23018552625979	0.632788325641719	1
PA14sr_046	0	0	0	12	11	23	0	0	0	12	13	9	0.34830351031166	0.774001128543466	1
PA14sr_047	78	55	33	6	4	4	33	21	40	3	3	4	-0.263748012128537	0.846019115943765	1
PA14_34970	6	3	4	0	0	0	1	7	5	0	0	0	-0.156119201917282	0.902659982324086	1
PA14sr_045	10	11	6	0	0	0	8	6	32	0	0	0	0.302646261732651	0.792574975366823	1
PA14sr_042	0	0	0	138	78	48	0	0	0	16	40	4	2.24860606953388	0.11490008106921	0.549782404712674
PA14sr_043	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
PA14sr_040	0	0	0	13	9	9	0	0	0	3	1	0	2.73696559416621	0.127473602068886	0.589151534237205
PA14_34100,PA14_34110,PA14_34130,PA14_34140	113	128	102	0	0	0	89	72	210	0	0	0	-0.0494144771560253	0.965538538528877	1
PA14_21710	17	12	14	0	0	0	28	13	17	0	0	0	0.372068046357664	0.761529406032784	1
PA14_54840	0	0	0	8200	4232	10635	0	0	0	7033	5921	429	0.822466035952498	0.74643602947722	1
PA14_65630	6	4	5	0	0	0	4	0	3	0	0	0	-1.01759406001474	0.788283588504307	1
PA14_12090	149	144	94	63	37	41	107	104	122	23	50	20	0.362921220649547	0.11162448447259	0.535910467611237
PA14_61370	11	4	14	23	14	19	4	11	10	41	40	40	-1.37774387877621	0.00520559015059665	0.041865297058612
PA14_49940,PA14_49960	48	44	31	0	0	0	24	37	123	0	0	0	0.178183235631957	0.871621775597138	1
PA14_04960,PA14_04970	42	55	23	0	0	0	39	32	158	0	0	0	0.437862796699241	0.683472637117741	1
PA14_70360,PA14_70370	538	434	353	10	7	15	333	395	395	23	14	42	-1.45713382004381	1.52679134280895e-06	2.78639420062633e-05
PA14_52140	0	0	0	49	36	6	0	0	0	36	37	55	-0.644913429076226	0.895813208391775	1
PA14_53720	9	7	5	0	0	0	0	7	0	0	0	0	-1.48874718546185	0.513417539706759	1
PA14_64900	11	6	11	82	93	116	7	4	10	18	13	22	1.98852914810025	2.07177340146588e-05	0.000317114993224374
PA14_57950,PA14_57960,PA14_57970	399	312	211	2	2	0	214	217	192	0	1	0	0.177278340237604	0.867770076805381	1
PA14_28770	10	3	0	0	0	0	10	17	5	0	0	0	1.37144823073116	0.540494216920921	1
PA14_05500,PA14_05510	11	11	10	84	64	109	17	26	58	34	38	39	2.79048249894864	6.10417222188659e-19	3.27897704070021e-17
PA14_57260	268	221	153	154	130	299	384	402	1320	192	224	284	1.30452884235172	1.18272135734449e-41	1.24711396457769e-39
PA14_06430,PA14_06450,PA14_06460,PA14_06480	0	0	0	17	9	11	0	0	0	5	1	4	1.998321471549	0.280960147051724	1
PA14_12760	0	0	0	32	17	12	3	5	16	24	28	1	3.29870513807007	4.70651134224745e-05	0.000669971889568924
PA14_13140	1	1	1	40	28	17	49	29	40	5	12	20	6.41325542586731	2.16725173521985e-27	1.71393491393636e-25
PA14_08720,PA14_08730	265	207	166	238	148	181	313	237	147	322	320	127	-0.306944393455353	0.00718497468955601	0.0561967663218845
PA14_59370	18	7	5	0	0	0	28	30	8	0	0	0	1.08691127031828	0.653537346012453	1
PA14_19970	0	0	0	0	0	0	9	19	10	0	0	0	3.53400797425519	0.0372971594628524	0.232352326019126
PA14_58090,PA14_58100,PA14_58110	38	24	7	0	0	0	24	32	17	0	0	0	0.307942162482473	0.79443081043235	1
PA14_NovelOrf_011	290	193	150	3	6	5	124	184	137	6	5	12	-1.06666885461398	0.0390986976607337	0.240939377143093
PA14_51720,PA14_51730,PA14_51740,PA14_51750,PA14_51770	876	809	711	11	4	7	838	824	1102	9	3	11	0.164123550465337	0.822763155806457	1
PA14_21370	55	46	24	0	0	0	121	93	40	0	0	0	0.961711067582735	0.698978953253038	1
PA14_69000	1	5	6	0	0	0	3	2	0	0	0	0	-0.736965594166206	0.956698913860843	1
PA14_34490,PA14_34500,PA14_34510,PA14_34520	25	30	12	0	0	0	4	22	5	0	0	0	-1.31801995083001	0.517437632980224	1
PA14_68830	5	4	3	0	0	0	3	5	1	0	0	0	-0.565853677773452	0.689772772717274	1
PA14_59200,PA14_59210	9	2	3	0	0	0	4	2	16	0	0	0	0.339692374363202	0.785838382279328	1
PA14_26850	2	4	1	0	0	0	0	0	1	0	0	0	-1.04281308353897	0.899358018042025	1
PA14_51070,PA14_51080,PA14_51090,PA14_51100,PA14_51110,PA14_51120	25	10	0	18	10	9	8	7	0	4	10	0	0.192126918354646	0.943819557272666	1
PA14_68840	0	0	0	31	28	34	0	0	0	25	37	25	0.116020519776988	0.922832988158136	1
PA14_19470,PA14_19480	11	10	1	0	0	0	2	9	0	0	0	0	-0.846115334666609	0.888289728248034	1
PA14_59770	4	6	5	44	28	10	1	0	3	11	15	17	-1.20623788639287	0.225586788824805	0.89324838356637
PA14_15520	12	10	13	0	0	0	10	8	8	0	0	0	-0.426661383375737	0.734727947864445	1
PA14_03650,PA14_03670,PA14_03680,PA14_03700	10	11	15	4	6	2	16	23	8	6	4	11	-0.436128674292417	0.562390993730398	1
PA14_52520	6	3	3	0	1	0	4	4	8	0	0	0	0.388726222162996	0.769811196689682	1
PA14_24630	159	136	117	11	7	10	69	100	34	5	9	3	-0.36527850949327	0.549147684550376	1
PA14_19800	22	12	3	0	0	0	6	7	4	0	0	0	-0.744440714728353	0.884859365142853	1
PA14_72360,PA14_72370	64	47	19	141	100	236	74	75	270	240	212	97	1.33266285561479	1.5772064017084e-20	9.35480547013295e-19
PA14_70240	85	67	59	0	0	0	53	50	56	0	0	0	-0.390501331850555	0.741716950644107	1
PA14_72640	7	11	23	0	0	0	30	20	46	0	0	0	1.27373076247506	0.532110695923689	1
PA14_57730	111	90	37	40	52	26	55	68	91	16	16	18	1.10755604014045	9.99633753639273e-05	0.00128196274622118
PA14_22710	17	28	12	0	0	0	13	33	4	0	0	0	-0.511277856588192	0.672349524223429	1
PA14_04300	1	5	0	267	374	163	0	2	1	252	197	381	-0.454982892405686	0.858681221731441	1
PA14_58515,PA14_58530,PA14_58540	6	7	9	0	0	0	8	2	1	0	0	0	-1.2028754232436	0.631264717810011	1
PA14_15650	4	1	5	0	0	0	3	3	16	0	0	0	0.883996923255529	0.852064359736987	1
PA14_67880,PA14_67890,PA14_67900,PA14_67920,PA14_67930	306	286	112	10	19	12	180	206	411	11	20	11	0.0208765499032981	0.945304822421059	1
PA14_47040	0	0	0	41	30	33	0	0	0	52	65	6	0.180647511232467	0.867800415235952	1
PA14_09040	365	263	285	0	0	0	477	387	583	0	0	0	0.652550074110357	0.889312001628152	1
PA14_19370	4	8	3	0	0	0	8	4	0	0	0	0	-0.406625259462644	0.761222827469317	1
PA14_53470	7	9	10	0	0	0	9	1	7	0	0	0	-0.807038298542476	0.844074622810549	1
PA14_51950	28	16	8	4	3	4	10	9	8	5	5	11	-1.60917499789091	0.02476612612913	0.166295191249135
PA14_54090,PA14_54110,PA14_54120	0	0	0	6	7	1	0	0	0	0	4	2	0.779112737945503	0.934294690393124	1
PA14_42760	2	0	0	0	0	0	42	29	5	0	0	0	3.61330712641512	0.0190910491171057	0.134203004534321
PA14_69310	11	14	5	0	0	0	16	15	33	0	0	0	0.96079744408321	0.711716753602164	1
PA14_66340	0	1	1	20	9	9	0	0	0	11	25	32	-0.734004161112866	0.849572145605909	1
PA14_70900	31	16	15	5728	3476	2101	23	48	11	5730	4707	356	0.617505824844957	0.0152123904391776	0.10881828035261
PA14_04760	20	22	10	74	67	89	19	12	17	74	91	112	-0.342301416598209	0.331348769205366	1
PA14_08590	422	255	226	24828	15735	9602	568	471	1141	21461	21407	7738	1.33086578721281	1.03345265086151e-127	3.26915521889191e-125
PA14_22370	15	6	7	0	0	0	4	6	7	0	0	0	-0.580892836412109	0.983162972151068	1
PA14_30140,PA14_30150	25	12	12	0	0	0	13	10	2	0	0	0	-1.11334147307594	0.642983380837575	1
PA14_25650	13	14	14	0	0	0	28	59	20	0	0	0	1.18312286626987	0.576824180880829	1
PA14_62970	109	83	74	255	201	459	25	24	46	59	76	43	0.758700017484357	0.000147730513938088	0.00179738791958007
PA14_16960,PA14_16970	28	22	14	0	0	0	40	37	35	0	0	0	0.848741935783862	0.776761869785514	1
PA14_44520,PA14_44530	10	5	2	2	4	1	1	4	25	1	4	1	-0.0100611234858878	0.991438246135725	1
PA14_72460	76	98	40	85	42	115	92	121	155	69	91	79	0.765201474440932	1.64713929312271e-05	0.000254858998234802
PA14_04940	92	73	63	0	0	0	64	53	29	0	0	0	-0.692857249793873	0.868757260981619	1
PA14_22000	0	0	0	0	0	0	11	9	0	0	0	0	2.14135584924554	0.328233113903452	1
PA14_56510	17	10	12	0	0	0	1	14	7	0	0	0	-0.970315359304564	0.712492189304185	1
PA14_57540,PA14_57560,PA14_57570	1894	1557	1158	520	316	385	2564	2379	2519	1287	1317	2804	-1.33083330697027	9.2018672335084e-141	6.5494290034496e-138
PA14_14460,PA14_14470	18	8	17	0	0	0	26	28	34	0	0	0	1.0749539385717	0.643312888807816	1
PA14_73310	727	543	437	0	0	0	1181	1040	4436	0	0	0	1.42618161617073	0.402866607810909	1
PA14_58350	22	21	4	18	15	34	14	10	2	33	12	32	-1.1705459982743	0.0179446026765365	0.127085283134576
PA14_59190	6	1	4	0	0	0	1	0	0	0	0	0	-1.56206209861108	0.62409239733024	1
PA14_62730,PA14_62740	670	514	268	363	377	219	565	598	1093	411	505	149	0.28434953881997	0.000285687534797074	0.00326647554846293
PA14_18680	29	18	14	1	2	4	40	28	68	5	5	8	-0.105268821695791	0.871982654565108	1
PA14sr_145	34	23	10	0	0	0	16	18	17	0	0	0	-0.224560563448759	0.850041480433672	1
PA14_67450,PA14_67460	13	9	8	86	58	146	17	18	50	68	81	189	1.33082743932143	7.21210326731822e-05	0.000977755142954999
PA14_28630	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1
PA14_51550	15	17	9	0	0	0	10	7	12	0	0	0	-0.462917664991745	0.704531392320962	1
PA14_09260	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_51880	302	213	259	47	37	118	157	152	126	44	35	55	-0.33461292506844	0.0819346878876526	0.428801574294388
PA14_47440	24	21	17	0	0	0	28	17	49	0	0	0	0.448523953311749	0.702321380414306	1
PA14_56600	13	2	1	0	0	0	3	1	1	0	0	0	-1.15395136523457	0.80011226960802	1
PA14_05560	5	3	2	23	30	49	2	6	8	72	55	100	-0.437456119300604	0.596687293549373	1
PA14_62420	208	134	149	0	0	0	137	191	18	0	0	0	-0.800794788771601	0.776659291688296	1
PA14sr_141	46	38	27	11	10	2	34	27	53	7	7	13	-0.31395731656746	0.628951599800701	1
PA14_28410	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1
PA14_35830	20	8	2	0	0	0	17	9	22	0	0	0	0.796583338259044	0.819395533257312	1
PA14_54420,PA14_54430	472	430	379	8	6	5	507	463	546	3	4	26	-0.443936125008861	0.376747307101658	1
PA14_28380	0	0	0	5	3	1	0	0	0	1	0	4	0.554800530210904	0.688169104024023	1
PA14_26280	0	2	1	0	0	0	0	3	1	0	0	0	0.241008099503795	0.890402780951447	1
PA14_20850	14	8	4	69	51	44	22	31	17	80	82	111	0.804923071734579	0.037597047848579	0.233199989596742
PA14_11330	7	5	5	1	5	6	1	3	0	0	1	0	0.179666395920512	0.875673944843849	1
PA14_37690	1	0	0	6	9	1	0	0	0	0	0	35	0.371367027621867	0.685062065548678	1
PA14_03920	22	23	17	98	96	126	8	4	4	40	41	63	-0.774013614412732	0.0950280959408197	0.481396777835434
PA14_13000,PA14_13010	180	139	134	8	4	8	161	285	12	8	6	0	0.00720362286794669	0.989429646853821	1
PA14_63200	157	159	74	0	0	0	84	122	324	0	0	0	0.187976366369553	0.862167551617394	1
PA14_09400	20	26	7	64	52	86	13	3	14	43	33	27	0.111948980546327	0.851201990717921	1
