Gene	PL_Un1_IN	PL_Un2_IN	PL_Un3_IN	PL_Un1_FL	PL_Un2_FL	PL_Un3_FL	PL_Az1_IN	PL_Az2_IN	PL_Az3_IN	PL_Az1_FL	PL_Az2_FL	PL_Az3_FL	PL_log2OR	PL_rawpval	PL_Padj
PA14_69470,PA14_69480	132	136	113	125	144	115	39	48	96	34	62	10	0.763848236121898	0.000211856988802369	0.00248577237611452
PA14_43620,PA14_43630,PA14_43640	7	7	12	0	0	0	9	12	2	0	0	0	-0.299261184720719	0.800998163937479	1
PA14_07070	17	28	13	0	0	0	7	12	20	0	0	0	-0.586994135735072	0.953997962873516	1
PA14_14800	24	13	39	6	3	0	35	21	30	1	9	6	-0.275309907368359	0.81348774160238	1
PA14_46680	17	14	7	0	0	0	5	16	10	0	0	0	-0.294506492177821	0.806360485266808	1
PA14_52480,PA14_52490,PA14_52500,PA14_52510	10	11	2	0	0	0	5	2	16	0	0	0	-0.211818337969678	0.843506691345514	1
PA14_69320,PA14_69330,PA14_69340	94	120	56	117	79	183	88	132	249	143	130	95	0.757811970434664	1.2342807737462e-07	2.60296100952254e-06
PA14_56870	9	12	7	0	0	0	14	18	1	0	0	0	-0.231216271723454	0.846898052808073	1
PA14_38190	0	2	0	0	0	0	0	1	0	0	0	0	-0.362570079384708	0.843525869092694	1
PA14_50980	23	12	13	127	78	201	14	14	8	110	190	127	-0.552331840964294	0.127738752956255	0.589420145326512
PA14_16660	49	40	29	26	18	96	22	21	6	18	36	18	-0.966381929142654	0.00740845647467799	0.0576280753645034
PA14_14500,PA14_14510	295	211	150	131	90	149	367	529	373	141	241	245	0.244962930541184	0.0456694701791499	0.272010421757405
PA14_45300	41	30	16	0	0	0	70	70	141	0	0	0	1.5331333522267	0.366424656314457	1
PA14_00480	8	9	9	1524	1049	1371	22	9	5	1143	865	666	0.998302847216985	0.0106128389909332	0.0795125068610179
PA14_61600	2	3	1	0	0	0	1	0	1	0	0	0	-0.899071091149219	0.974035653666772	1
PA14_70070	25	9	13	0	0	0	15	14	7	0	0	0	-0.323787394499789	0.789902120107354	1
PA14_21440	5	8	3	57	64	32	37	27	90	41	38	48	3.29511449213495	7.15258038882694e-18	3.57252567841935e-16
PA14_21190	3	2	1	0	0	0	0	2	0	0	0	0	-0.53051471669878	0.749394184962571	1
PA14_67500	0	0	0	15	10	11	0	0	0	9	9	15	0.141987499133569	0.908806523627175	1
PA14_41420	1	2	0	16	6	17	1	5	5	35	30	11	0.556663771274856	0.700696395822908	1
PA14_42680	282	184	241	0	0	0	215	174	211	0	0	0	-0.22086724957803	0.851499199635363	1
PA14_70580	10	8	8	125	56	97	5	4	4	72	117	24	-0.48434742735983	0.400041273875606	1
PA14_52580	2	3	4	51	35	87	5	0	9	52	70	40	1.03589726368732	0.104295330718297	0.511331284900956
PA14_66690	99	115	92	84	48	37	100	132	170	70	64	137	-0.305344450277172	0.109657154873833	0.528246903427754
PA14_72750	0	0	1	0	0	0	1	4	1	0	0	0	0.736965594166206	0.669291126618089	1
PA14_71850	28	25	21	0	0	0	12	18	5	0	0	0	-1.19024189773274	0.581749071464458	1
PA14_01990	17	15	4	94	41	243	7	21	45	105	97	17	1.3839239995028	8.89625167855405e-10	2.61109572462303e-08
PA14_52740	24	18	17	9	21	17	5	8	17	7	7	84	-1.41268522047272	0.00144700088707156	0.0138707458770799
PA14_00130	0	0	0	3	4	13	0	0	0	3	3	4	0.710557144104426	0.93897934720588	1
PA14_30630	563	530	220	250	262	164	144	317	84	110	215	123	-0.664815197791474	1.36965708646273e-08	3.30458790267745e-07
PA14_33930	2	4	10	0	0	0	4	2	0	0	0	0	-0.877515993475005	0.850585564415049	1
PA14_46200	15	20	7	0	0	0	5	5	8	0	0	0	-1.05468745526351	0.677477382108824	1
PA14_50520	23	21	14	314	250	343	17	17	4	169	232	84	0.142504455690266	0.734390741377987	1
PA14_65700,PA14_65710	61	63	34	0	0	0	45	46	9	0	0	0	-0.872653553540003	0.754849741941841	1
PA14_12030	1	0	0	0	0	0	71	91	54	0	0	0	6.10747687471044	5.19582906671265e-09	1.34477503208463e-07
PA14_61840	48	36	25	35	23	60	22	12	14	28	34	15	-0.666230599221892	0.0455888837672694	0.272010421757405
PA14_41220	678	476	203	166	91	71	284	295	417	98	99	71	-0.214902552035961	0.114482697581759	0.548707474773178
PA14_33440	5	1	6	0	0	0	3	3	1	0	0	0	-0.549338590990435	0.685180593360717	1
PA14_70450	6	11	20	30	18	31	11	9	15	48	38	35	-0.598879175016429	0.180879513857514	0.765176784475992
PA14_70100	0	0	0	0	0	0	1	2	0	0	0	0	0.362570079384708	0.843525869092694	1
PA14_73330,PA14_73350,PA14_73360,PA14_73370	365	258	169	192	144	153	269	298	229	101	112	111	0.63913873509405	5.94825016230582e-07	1.13655491356273e-05
PA14_20750,PA14_20760	489	440	270	36	34	23	274	344	560	16	28	43	0.11868583955626	0.666735933071068	1
PA14_15560	1	1	0	14	15	17	1	0	1	10	12	16	0.295936369648434	0.811098161035912	1
PA14_19065	15	17	56	3	4	7	8	7	2	5	7	2	-2.07073059750803	0.00755739971391137	0.0584671657214828
PA14_54320,PA14_54330,PA14_54340	125	83	89	93	80	82	74	65	92	78	87	61	-0.177382848797887	0.364355127215212	1
PA14_60350,PA14_60360,PA14_60370,PA14_60380	326	242	209	17	19	23	258	324	295	35	40	93	-1.22617704943213	9.49245871371426e-08	2.01679328044362e-06
PA14_51640,PA14_51650	0	0	0	13	17	15	0	0	0	11	15	1	0.995062978410798	0.699315164043635	1
PA14_68400	6	5	3	122	120	93	2	2	0	82	87	113	-1.1360778650969	0.193525955338615	0.799663853191635
PA14_08570	73	79	68	386	621	389	79	33	30	400	221	69	0.373695138294082	0.0364207456455179	0.228895944487394
PA14_32480,PA14_32490	0	1	4	0	0	0	1	3	0	0	0	0	-0.146220740851044	0.925200245132302	1
PA14_19130	1887	1441	1108	184	269	92	1109	926	5426	67	73	176	1.10019358794019	1.06832998920216e-21	6.91258063467852e-20
PA14_25690,PA14_25710,PA14_25730,PA14_25740,PA14_25760	389	296	267	0	0	0	284	296	228	0	0	0	-0.226328384815034	0.84756814577109	1
PA14_67560	12	9	14	14	8	17	31	35	55	36	27	58	0.138291265861991	0.822493342828788	1
PA14_69100	5	5	5	0	0	0	3	4	1	0	0	0	-1.00207731503261	0.790095253127448	1
PA14_19990	4	3	4	0	0	0	11	19	48	0	0	0	2.42186169839278	0.123869847266225	0.578267809500533
PA14_04010	0	0	0	28	24	23	0	0	0	10	13	21	0.803892766435868	0.81079491703809	1
PA14_23200,PA14_23210,PA14_23220	24	23	20	29	13	24	32	50	57	25	29	10	1.01648929424945	0.00272828996061512	0.0244259167228656
PA14_01120,PA14_01130,PA14_01140	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
PA14_04670,PA14_04680	82	49	85	0	0	0	41	65	20	0	0	0	-0.800515196957624	0.789423433452564	1
PA14_23990,PA14_24010	80	66	30	0	0	0	30	40	49	0	0	0	-0.447919419726526	0.694716101961303	1
PA14_15970,PA14_15980,PA14_15990	867	860	721	21	28	23	1253	1308	2015	39	71	201	-1.05861977919201	6.4170235121384e-08	1.40532814915831e-06
PA14_18620	6	4	0	4	0	0	0	6	3	3	0	0	-0.473931188332413	0.689552244860711	1
PA14_72770	41	28	18	17	13	2	78	84	391	14	8	9	1.68138167336853	8.60348591097744e-05	0.00113398724021078
PA14_73400	11	18	11	5	10	9	28	24	87	4	11	24	1.06429547753861	0.0343653896085268	0.21741836492328
PA14_22620	257	240	216	0	0	0	114	167	60	0	0	0	-1.142635214365	0.577297618691453	1
PA14_61910,PA14_61920,PA14_61940	13	5	7	0	0	0	15	9	25	0	0	0	0.917625258652275	0.75850099399163	1
PA14_44710,PA14_44740,PA14_44760,PA14_44770	0	0	0	9	11	3	0	0	0	3	6	2	1.01652589709088	0.762370402266327	1
PA14_48500	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_69040	7	7	8	0	0	0	16	6	12	0	0	0	0.513943037401138	0.681432898423222	1
PA14_19190	1	5	1	17	5	39	1	4	12	10	9	8	1.92661960348551	0.00194755022104655	0.0180608321801939
PA14_43150	17	11	21	0	0	0	20	19	8	0	0	0	-0.0945518562988306	0.93626067408523	1
PA14_08370	79	56	54	64	75	57	76	58	200	38	36	60	1.23178396441998	7.5624790782539e-09	1.90534318015831e-07
PA14_17700,PA14_17710	0	0	0	0	3	2	0	0	0	0	0	1	0.899071091149219	0.974035653666771	1
PA14_56060	139	132	23	115	80	44	132	143	205	90	108	139	0.276411527185128	0.116763307345717	0.55496683808557
PA14_26890	0	0	0	5	5	3	0	0	0	2	8	1	0.590744853315162	0.668822873605724	1
PA14_21220	23	34	17	24	17	35	18	29	13	24	23	23	-0.300271722468608	0.472313015940998	1
PA14_52560	172	137	221	461391	223473	260025	108	141	118	337911	299724	12504	0.543046940487311	2.63992628059658e-09	7.02417768304529e-08
PA14_25940	1275	1003	513	35	22	35	395	464	111	38	17	7	-1.11549009930871	6.48207975412059e-06	0.000106389134656682
PA14_21990	26	11	26	0	0	0	6	20	26	0	0	0	-0.321475910260282	0.778307926109571	1
PA14_05520	5	5	2	0	0	0	8	25	9	0	0	0	1.64110832170484	0.402987402132582	1
PA14_23110	6	8	3	0	0	0	8	3	17	0	0	0	0.41615630122781	0.723410286866559	1
PA14_51590	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_38680,PA14_38690	2	4	0	0	0	0	1	1	0	0	0	0	-1.04281308353897	0.899358018042025	1
PA14_61340,PA14_61350	16	12	5	0	0	0	7	4	6	0	0	0	-0.811370421588201	0.838763617162538	1
PA14_62440,PA14_62450	15	20	3	0	0	0	21	39	15	0	0	0	1.15412345952736	0.606433826339464	1
PA14_34810,PA14_34820,PA14_34830	164	124	120	0	0	0	116	94	66	0	0	0	-0.584128271545247	0.937439690739866	1
PA14_38840	0	0	0	4	2	8	3	5	5	92	131	138	-2.60580688159762	0.0221450564751734	0.15265611570174
PA14_70920	8	8	10	258	236	229	1	7	20	426	327	240	-0.199936394229179	0.70623637280765	1
PA14_67090	218	240	128	0	0	0	89	158	302	0	0	0	-0.212830180097597	0.847620614779916	1
PA14_18090	34	50	20	0	0	0	50	70	74	0	0	0	0.926235037152354	0.717290404881863	1
PA14_65820,PA14_65840	23	17	22	87	75	77	8	18	18	41	44	28	0.594389438170619	0.0931816980590564	0.475427050849702
PA14_30210,PA14_30230	307	298	261	28	21	26	187	199	117	21	25	23	-0.696777099840791	0.00767865337787494	0.0589396361062367
PA14_15340	80	80	68	15	10	11	72	101	153	7	7	18	0.721226597282589	0.0802843890231947	0.424062440721772
PA14_09150	5	4	0	23	8	82	4	3	3	12	17	12	0.567406524438423	0.508698275863614	1
PA14_72990	0	0	0	32	25	28	5	4	3	38	38	40	1.55467387864338	0.154527939886509	0.679970703024561
PA14_46510,PA14_46520,PA14_46530	150	126	149	0	0	0	51	55	126	0	0	0	-0.965219557209214	0.687045229513752	1
PA14_13580,PA14_13590,PA14_13600,PA14_13610	3	0	10	0	0	0	1	1	9	0	0	0	-0.536753407678537	0.723880411622043	1
PA14_56240	27	32	21	39	37	28	8	17	4	14	21	40	-0.883543283418648	0.0272172552525932	0.179611229512439
PA14_09180	6	10	9	10	15	9	9	6	32	18	9	33	-0.0941785442231347	0.992471200615826	1
PA14_52420	0	0	0	4	3	11	0	0	0	9	18	21	-1.47285213439962	0.463284803539836	1
PA14_42850	89	48	18	75	58	101	44	56	12	73	76	172	-0.727564330751283	0.00234405086489009	0.0213894641421221
PA14_08710	882	1077	662	65	58	44	891	752	1884	58	49	50	0.339155420885322	0.0413565967050233	0.252124691261673
PA14_22330	0	0	0	3	0	8	0	0	0	4	6	2	-0.20163386116965	0.872320272081856	1
PA14_37090,PA14_37100,PA14_37120,PA14_37130	12	8	1	0	0	0	6	7	3	0	0	0	-0.0300331670781746	0.981837624876581	1
PA14_02360	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1
PA14_48090	0	0	0	132	102	74	0	0	0	28	62	34	1.29705036437634	0.493755121913633	1
PA14_51280	2	3	2	0	0	0	4	2	2	0	0	0	0.145197915539936	0.922405051339778	1
PA14_23570	824	679	620	37295	21680	23789	1102	1245	624	30283	25882	13986	0.696243508275723	8.58058362202483e-63	1.43699538658263e-60
PA14_58550	15	5	13	10	10	10	2	4	1	1	8	36	-2.05503704387247	0.00146963372426533	0.014040426889206
PA14_67100,PA14_67110	71	47	20	181	119	109	31	52	32	91	86	233	0.0603708774477844	0.841283646431221	1
PA14_58390	73	64	24	0	0	0	53	61	44	0	0	0	0.103919186349219	0.929526483567003	1
PA14_48140	0	0	0	55	40	14	0	0	0	35	45	0	0.975759781073953	0.693182376374466	1
PA14_44440	10	7	17	0	0	0	29	31	25	0	0	0	1.34843750235952	0.490255098471736	1
PA14_55117	137	123	34	0	0	0	78	97	70	0	0	0	-0.0480963356981391	0.966587936662103	1
PA14_06300,PA14_06310	0	0	0	2	2	0	0	0	0	0	2	1	0.328054197684204	0.848311702520237	1
PA14_68860	0	0	0	71	53	64	0	0	0	88	72	151	-0.649781719994408	0.894802617726635	1
PA14_47310	0	1	0	0	0	0	6	15	6	0	0	0	2.96347412397489	0.118339251337146	0.559654233483147
PA14_01610,PA14_01620	3	1	1	0	0	0	2	3	1	0	0	0	0.293196376344046	0.855695924508359	1
PA14_52540	443	262	141	3668	2016	3990	441	423	183	4127	2780	1573	0.289708586168247	2.99031514306903e-05	0.000448075116437765
PA14_09020	267	177	180	0	0	0	306	216	261	0	0	0	0.339077327753118	0.77342261606495	1
PA14_27920	3	1	3	147	104	151	0	0	0	104	104	81	-0.683312632413902	0.726188190658121	1
PA14_62200	232	227	52	8	1	1	165	219	156	2	2	0	0.899201879591179	0.399033679675562	1
PA14_27210	88	60	30	20	13	72	50	34	33	64	76	39	-1.47036312389274	6.85637110803527e-10	2.03334255672671e-08
PA14_58170,PA14_58180	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_28780,PA14_28790	14	7	4	0	0	0	18	15	11	0	0	0	0.94039985779877	0.74967624920323	1
PA14_57890,PA14_57900,PA14_57910	105	60	36	14	10	2	95	113	61	7	11	4	0.680937334311891	0.172605730645072	0.737850623343123
PA14_25220,PA14_25230	96	63	35	22	13	5	58	80	56	6	7	9	0.856230339509818	0.0607128102305075	0.342955100647331
PA14_26090,PA14_26110,PA14_26130	1	2	2	0	0	0	0	2	0	0	0	0	-0.328054197684204	0.848311702520237	1
PA14_63970	1	1	0	0	0	0	0	1	2	0	0	0	0.362570079384708	0.843525869092694	1
PA14_71080	0	1	1	154	122	128	0	0	0	70	78	3	1.6455838092776	0.293657622236869	1
PA14_29980	10	4	12	0	0	0	24	24	26	0	0	0	1.57364718749332	0.389619570066287	1
PA14_62020,PA14_62030,PA14_62040	281	247	184	77	41	62	239	264	365	31	63	9	0.995083546738978	8.10211081687919e-08	1.73433905982369e-06
PA14_53500	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
PA14_40070	0	0	0	30	12	15	0	0	0	8	6	9	1.18730707967055	0.599815580689082	1
PA14_28450	0	0	0	29	35	20	2	0	0	20	16	48	0.58716976691398	0.878972135053022	1
PA14_14150	49	51	20	0	0	0	45	83	38	0	0	0	0.490598524136919	0.677621192709627	1
PA14_03110	0	0	0	5	3	2	0	0	0	3	10	25	-1.24985571968959	0.569533441065234	1
PA14_11400	56	36	40	826	731	884	29	51	5	627	483	955	-0.277902027269461	0.185299627272008	0.778094452571396
PA14_14100	11	4	15	0	0	0	2	3	1	0	0	0	-1.94525703540557	0.301269619663851	1
PA14_32280	1	1	0	0	0	0	3	2	0	0	0	0	0.899071091149219	0.974035653666771	1
PA14_59550	136	82	41	29	19	28	105	86	19	15	14	22	0.166690801981431	0.660695236044511	1
PA14_20810	84	94	59	0	0	0	90	120	58	0	0	0	0.142368267469662	0.904524954486716	1
PA14_23370	340	307	239	0	0	0	159	144	288	0	0	0	-0.616125849004642	0.912372932868503	1
PA14_29850,PA14_29860,PA14_29880,PA14_29890,PA14_29900,PA14_29920,PA14_29930,PA14_29940	854	768	521	49	48	72	692	942	633	40	77	36	0.26154214752545	0.130951661189419	0.599388069785009
PA14_28240	0	0	0	27	27	24	0	0	0	35	28	115	-0.798513572261927	0.79794325099129	1
PA14_40510,PA14_40520,PA14_40540	26	15	181	0	0	0	30	16	43	0	0	0	-0.51486237095331	0.992010633714999	1
PA14_07660	7	1	3	0	0	0	1	1	0	0	0	0	-1.48874718546185	0.660495399555794	1
PA14_03560	0	0	0	7	2	5	0	0	0	4	3	0	0.750705650792508	0.935043632328117	1
PA14_06240	0	0	0	0	0	0	0	6	7	0	0	0	1.80983591156136	0.494371672095398	1
PA14_20670	21	9	4	179	136	136	12	2	3	100	92	32	-0.0776440598565847	0.982067730783837	1
PA14_56670,PA14_56680	37	32	23	64	78	35	26	40	25	57	91	163	-0.602368022349359	0.0197928660955544	0.138452800427625
PA14_62080	0	0	0	5793	3362	2132	0	0	0	5511	4596	365	0.562192008920578	0.944815699454743	1
PA14_53190,PA14_53200	4	5	8	116	122	87	1	3	1	62	67	32	-0.672774624827021	0.513329070757384	1
PA14_55750	0	0	0	0	0	0	11	9	21	0	0	0	3.61738397841353	0.0300899307877041	0.193377049554387
PA14_30730	0	0	0	19	4	18	0	0	0	4	5	6	1.10315933938314	0.658059444486585	1
PA14_18890,PA14_18900,PA14_18910,PA14_18920,PA14_18930,PA14_18950	219	170	90	0	0	0	162	178	130	0	0	0	0.0524959377208873	0.964305691946043	1
PA14_58770	75	92	75	0	0	0	71	59	200	0	0	0	0.203204245004994	0.858409246570348	1
PA14_50530,PA14_50540,PA14_50550,PA14_50560	65	58	40	0	0	0	51	63	12	0	0	0	-0.595805616273473	0.933616112443214	1
PA14_06390	12	9	8	8	6	6	16	18	25	13	4	33	-0.039030939997145	0.939646817084235	1
PA14_70350	2	1	1	12	15	11	0	4	0	10	4	2	1.75521130309422	0.124499010645565	0.579164515209025
PA14_14140	0	0	0	0	0	0	1	3	0	0	0	0	0.584962500721156	0.741634031648461	1
PA14_07860	4	5	7	0	0	0	1	0	1	0	0	0	-2.36606752362094	0.290276312611537	1
PA14_10040	7	5	0	10	6	9	1	1	4	4	16	12	-1.16088942608218	0.246832015997708	0.938731841722495
PA14_14740	7	5	4	0	0	0	14	8	8	0	0	0	0.891889935052342	0.799384809738442	1
PA14_44660	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_31150	10	5	1	0	0	0	11	8	8	0	0	0	1.01737545329549	0.727673506270239	1
PA14_00720	3	5	4	4	2	6	4	4	3	2	8	8	-0.705224215973006	0.54884996260434	1
PA14_41090	60	26	20	11	4	7	20	38	19	4	2	0	0.985794180965601	0.180326631243807	0.763973093974879
PA14_49050	13	12	9	9	20	16	6	5	8	6	2	6	0.791852487928965	0.268210195489938	0.986556106666477
PA14_15620,PA14_15630	13	15	20	0	0	0	13	8	32	0	0	0	-0.0593038810246791	0.960906016624709	1
PA14_68080,PA14_68090	4092	4266	1902	576	412	409	968	1466	410	255	319	833	-1.82475138429753	2.4955375019651e-182	2.36826508936488e-179
PA14_31800	130	111	68	0	0	0	40	82	59	0	0	0	-0.738096251178283	0.834644492201995	1
PA14_06400	1	1	0	0	0	0	1	2	1	0	0	0	0.362570079384708	0.843525869092694	1
PA14_43580,PA14_43600	59	47	44	6	4	2	27	26	7	0	5	5	-1.16543162576254	0.0880738481046302	0.453373171542309
PA14_03100	26	21	6	0	0	0	7	17	1	0	0	0	-1.39398303201617	0.510622680037565	1
PA14_20070	7	2	3	35	19	21	0	4	0	12	21	13	-0.287049978984767	0.94603152456374	1
PA14_64750,PA14_64770	1	1	2	0	0	0	1	0	4	0	0	0	0.415037499278844	0.808889346862571	1
PA14_32820	0	1	0	64	32	19	0	0	0	26	25	34	0.257629386200261	0.823556405091186	1
PA14_52940	5	2	3	0	0	0	0	2	0	0	0	0	-1.22239242133645	0.74805964063036	1
PA14_17690	11	12	1	12	11	16	2	4	1	4	9	4	-0.758802715624456	0.457485314635384	1
PA14_70720,PA14_70730	36	24	11	10	6	5	16	28	10	3	6	3	0.431666260177736	0.610633259166131	1
PA14_35550,PA14_35570,PA14_35590	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1
PA14_39100	30	24	4	2	1	1	23	7	1	6	4	8	-2.95390836537564	0.000641291545529419	0.00663911647317184
PA14_23800	65	83	45	240	192	251	43	53	129	194	238	67	0.677492563063761	1.0051159437566e-05	0.000158975838437502
PA14_61850	5	2	2	0	3	3	7	6	2	0	4	0	1.10314542115779	0.554573195953788	1
PA14_17100	23	15	18	0	3	1	19	14	30	5	2	5	-1.17718352157131	0.238772931252986	0.923636858041948
PA14_17450	175	117	79	0	0	0	112	109	62	0	0	0	-0.363232961775007	0.758304529657848	1
PA14_27560,PA14_27570	87	75	44	5	17	12	128	149	78	8	6	8	1.41831869436498	0.000655371961669166	0.00676030425678303
PA14_28300,PA14_28310	0	0	0	114879	81606	109649	0	0	0	54502	86389	3288	1.30317752939634	0.439759661165642	1
PA14sr_011	19	17	8	41	32	36	5	7	3	26	24	23	-0.99626946063414	0.0582785230477627	0.331175559115729
PA14_16270	214	152	106	4	6	8	134	133	79	6	11	2	-0.468197266929884	0.428379677290587	1
PA14_07280	0	0	0	0	0	0	4	5	13	0	0	0	2.60432782558809	0.205272407861622	0.831575500418338
PA14sr_012	4	7	4	8	4	10	4	4	8	7	6	22	-0.393684258542666	0.729946056501751	1
PA14sr_015	62	68	32	0	0	0	10	26	24	0	0	0	-1.35566641791284	0.464472821226674	1
PA14_71440	0	0	0	501	529	260	0	0	0	291	437	1627	-0.352632401244161	0.739310418681658	1
PA14sr_017	386	293	342	0	0	0	538	392	1859	0	0	0	0.998754541031995	0.655158974476408	1
PA14sr_019	71	46	46	0	0	0	38	24	22	0	0	0	-0.967389886448588	0.699509489094646	1
PA14_29390,PA14_29400	163	154	112	0	0	0	250	194	142	0	0	0	0.430026130103993	0.715073406527167	1
PA14_17670	14	4	1	1	2	3	12	5	2	14	5	41	-2.72321187313625	0.00402610594338933	0.0337127165318512
PA14_17675	29	13	10	1	2	0	23	22	66	15	7	10	-2.19700895291091	0.00351463742780594	0.0302301291751163
PA14_12990	0	0	0	7	6	3	0	0	0	2	3	0	1.43686386173202	0.597789631266008	1
PA14_14810	0	0	0	28	24	39	0	0	0	48	74	100	-1.23757082426833	0.535373125281215	1
PA14_00030	216	238	178	0	0	0	244	154	211	0	0	0	-0.0659181958136843	0.955121145189889	1
PA14_31560	0	0	0	8	4	15	0	0	0	0	0	1	2.88148398860997	0.131801805203725	0.60231097819423
PA14_46580,PA14_46590,PA14_46600	23	8	10	0	0	0	3	6	6	0	0	0	-1.20270178965771	0.599365816736569	1
PA14_04390,PA14_04410	765	597	368	0	0	0	530	475	659	0	0	0	-0.0115454316722214	0.992021419413582	1
PA14_38180	24	21	17	14	8	11	6	8	10	3	3	13	-0.42439831041793	0.585570559543785	1
PA14_30190	151	108	91	36	30	157	225	212	310	52	33	52	1.74414663004748	1.08040647572178e-23	7.68979309094977e-22
PA14_12810,PA14_12820	16	12	2	0	0	0	4	3	1	0	0	0	-1.71524539754262	0.445582041568458	1
PA14_68660	0	0	0	68	63	37	0	0	0	22	51	1	1.64903159306885	0.304200100002816	1
PA14_64640	50	56	5	0	0	0	21	46	14	0	0	0	-0.0654722895752063	0.954535596077597	1
PA14_72500,PA14_72510	91	91	93	35	20	19	72	96	93	10	11	24	0.613898191312969	0.0538790846600391	0.308019586399862
PA14_16670	5	5	4	0	1	0	5	3	6	0	2	1	-0.480166310709546	0.700536431731869	1
PA14_62810,PA14_62830	1679	1482	992	26	13	13	2066	1861	2439	58	53	52	-1.06626742382668	3.60328095475378e-06	6.2172975019297e-05
PA14_35620,PA14_35630,PA14_35640,PA14_35650,PA14_35670,PA14_35680,PA14_35690	3	1	0	0	0	0	0	0	0	0	0	0	-0.584962500721156	0.741634031648461	1
PA14_48860,PA14_48870	24	26	15	0	0	0	21	40	5	0	0	0	-0.319103529659531	0.786932757267978	1
PA14_31610,PA14_31620	98	76	87	0	0	0	50	62	14	0	0	0	-1.16188645680759	0.563324004533129	1
PA14_30040	2	0	0	0	0	0	1	0	0	0	0	0	-0.362570079384708	0.843525869092694	1
PA14_04560,PA14_04570	2	0	3	0	0	0	0	0	0	0	0	0	-0.899071091149219	0.974035653666772	1
PA14_13110	0	0	0	17	14	10	5	1	13	6	2	12	3.49034360621981	0.000670594015387532	0.00689235076465092
PA14_30760,PA14_30770	0	0	0	7	19	5	2	3	0	5	11	0	2.0486909937617	0.15018905707557	0.667064345544692
PA14_53290	20	17	29	22	12	44	11	12	2	14	8	8	-0.357294118653045	0.583977809031576	1
PA14_50950	0	0	0	41	17	32	0	0	0	34	27	77	-0.532909214142526	0.978258851504977	1
PA14_01980	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_70860	0	0	0	45	37	70	0	0	0	56	90	70	-0.511430285969833	0.988091799239924	1
PA14_59980,PA14_59990,PA14_60000,PA14_60010,PA14_60020	0	0	1	17	11	7	1	2	0	7	2	9	1.43493705671655	0.380357736735069	1
PA14_60520	15	14	11	14	11	5	6	6	22	11	5	16	-0.62590654913981	0.339756015078926	1
PA14_66680	144	106	70	0	0	0	108	105	239	0	0	0	0.387161812363845	0.731341810288552	1
PA14_64820	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_08390	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_43920	17	18	6	30	32	116	35	31	36	92	83	118	0.397249825580305	0.210746436475941	0.851056886024119
PA14_51010,PA14_51020	80	73	68	4	10	5	48	55	28	4	6	6	-0.493632681144428	0.426942588607918	1
PA14_26540,PA14_26550	8	6	2	0	0	0	36	31	28	0	0	0	2.6517371218267	0.0729423893135442	0.389619103894297
PA14_23750,PA14_23760	107	106	41	92	66	69	70	103	55	73	110	416	-0.939077737117501	2.36460240125513e-07	4.91388542800975e-06
PA14_39470,PA14_39480	105	108	87	44276	22970	36466	61	71	80	55376	33605	103892	-1.28479258699321	2.98384449444212e-24	2.23552770412545e-22
PA14_50880	1	0	0	198	150	145	2	0	0	21	30	41	2.82307964391679	0.011457922208447	0.0853945144697608
PA14_NovelOrf_013,PA14_32810	0	0	0	22	13	13	0	0	0	6	16	18	0.293890046441499	0.802401298654095	1
PA14_61120	18	13	9	0	0	0	12	10	14	0	0	0	-0.111731576957928	0.927586005360368	1
PA14_17070	95	66	95	1015	667	726	122	122	174	1157	1236	472	0.613623760522673	3.47640871633233e-07	7.0695254395701e-06
PA14_41230	830	568	574	405	228	470	402	338	354	221	246	376	-0.438972717969285	4.40447789636056e-07	8.79657525265003e-06
PA14_33430	2	2	1	0	0	0	2	0	10	0	0	0	0.684903938595063	0.622268271368574	1
PA14_24790	0	0	0	27	35	44	22	22	35	55	81	55	3.90019549088445	1.39236972237777e-08	3.33115680639455e-07
PA14_73160	0	0	0	302	229	44	0	0	0	118	240	5	1.2184970797136	0.519535170827236	1
PA14_70710	21	28	20	0	0	0	5	14	18	0	0	0	-0.994547443964954	0.694073839012984	1
PA14_12370	233	161	95	0	0	0	112	180	348	0	0	0	0.266901016486562	0.807245538651306	1
PA14_49400	2	3	1	7	7	16	1	0	1	19	13	17	-1.78866744701352	0.164189271868784	0.711486844764731
PA14_65400	12	8	7	32	23	14	4	15	41	8	14	9	1.85108123994325	0.000177190077096199	0.00212852383752269
PA14_66460	0	0	0	4	1	4	0	0	0	0	0	22	-0.289506617194985	0.826521676944244	1
PA14_19050	108	107	60	12	10	6	83	84	350	1	1	1	3.5486051623929	1.06103836289008e-06	1.97436354192684e-05
